,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
11111,JG_510000930036,金阳县疾病预防控制中心职业病防治所,513430,未评级未评等
11112,JG_510000011406,通江县陈河镇卫生院,511921,未评级未评等
11113,JG_510000006948,苍溪县元坝镇中心卫生院,510824,未评级未评等
11130,JG_510000188572,成都本草堂康复医院,510113,二级未评等
11148,JG_510000900230,宜宾大塔医院,511504,一级甲等
11152,JG_510000009912,武胜县礼安镇卫生院,511622,未评级未评等
11156,JG_510000010102,达州市达川区石桥镇中心卫生院,511703,未评级未评等
11174,JG_510000183234,成都阴氏骨科医院,510131,二级未评等
11175,JG_510000014246,甘洛县海棠镇卫生院,513435,未评级未评等
11183,JG_510000005966,三台县金石镇中心卫生院,510722,未评级未评等
11209,JG_510000001722,泸州市精神病医院,510502,三级乙等
11210,JG_510000910483,泸州江阳福音医院,510502,一级未评等
11215,JG_510000011672,平昌县镇龙镇中心卫生院,511923,未评级未评等
11229,JG_510000003208,广安市精神病院,511602,二级甲等
11238,JG_510000005982,三台县永明镇建设卫生院,510722,未评级未评等
11248,JG_510000201046,冕宁县河边惠康医院,513433,一级未评等
11258,JG_510000011906,乐至县劳动镇卫生院,512022,未评级未评等
11266,JG_510000007664,犍为县下渡卫生院,511123,未评级未评等
11269,JG_510000179722,双沙康博医院,510525,一级未评等
11270,JG_510000907132,彭山瑞正利康医院,511403,未评级未评等
11271,JG_510000181696,绵竹市精神病医院,510683,二级甲等
11272,JG_510000009682,屏山县书楼镇卫生院,511529,未评级未评等
11279,JG_510000167618,四川结石病医院,510106,二级未评等
11289,JG_510000150404,岳池百兴医院,511621,一级未评等
11293,JG_510000X53285,西昌肛泰肛肠医院,513401,二级未评等
11296,JG_510000916486,射洪汇格九安精神病医院,510981,二级乙等
11298,JG_510000908602,成都美美妇产医院,510105,二级未评等
11303,JG_510000010894,荥经县安靖乡卫生院,511822,未评级未评等
11316,JG_510000011268,巴中市恩阳区雪山镇玉井卫生院,511903,未评级未评等
11318,JG_510000001814,古蔺县人民医院,510525,三级乙等
11423,JG_510000010044,华蓥市永兴镇中心卫生院,511681,未评级未评等
11427,JG_510000014300,甘洛县乌史大桥镇卫生院,513435,未评级未评等
11428,JG_510000005260,泸州市纳溪区合面中心卫生院,510503,未评级未评等
11481,JG_510000X40335,筠连益民眼科医院,511527,未评级未评等
11485,JG_510000008864,阆中市龙泉镇卫生院,511381,未评级未评等
11487,JG_510000915655,达川国健医院,511705,一级未评等
11489,JG_510000004878,自贡市自流井区仲权镇中心卫生院,510302,未评级未评等
11490,JG_510000008320,南部县太霞乡西河卫生院,511321,未评级未评等
11491,JG_510000190114,渠县佑安医院,511725,二级乙等
11494,JG_510000926626,成都西南不孕不育医院,510107,二级未评等
11495,JG_510000926811,什邡华誉精神病医院,510682,未评级未评等
11605,JG_510000005520,德阳市旌阳区旌西社区卫生服务中心,510603,未评级未评等
11618,JG_510000003862,色达县人民医院,513333,二级甲等
11623,JG_510000197952,成都市成华区第三人民医院,510108,二级乙等
11629,JG_510000926609,阆中元华祥医院,511381,未评级未评等
11631,JG_510000004148,成都市武侯区第三人民医院,510107,二级甲等
11681,JG_510000004400,成都市双流区西航港社区卫生服务中心,510116,未评级未评等
11700,JG_510000002942,丹棱南苑中医医院有限公司,511424,二级甲等
11726,JG_510000011950,成都东部新区石板中心卫生院,510197,未评级未评等
11743,JG_510000004244,成都市青白江区弥牟镇公立中心卫生院,510113,未评级未评等
11757,JG_510000010880,雅安市名山区茅河镇卫生院,511803,未评级未评等
11759,JG_510000010050,华蓥市阳和镇卫生院,511681,未评级未评等
11761,JG_5100001928877,遂宁河东中医医院,510903,一级未评等
11764,JG_510000008594,蓬安县新园乡卫生院,511323,未评级未评等
11765,JG_510000002636,井研县妇幼保健计划生育服务中心,511124,二级乙等
11766,JG_510000011084,天全县新场镇中心卫生院,511825,未评级未评等
11767,JG_510000918532,蓝平医院,511702,一级未评等
11771,JG_510000003236,邻水县人民医院,511623,三级乙等
11937,JG_510000009388,宜宾市南溪区黄沙镇卫生院,511503,未评级未评等
11943,JG_510000004794,邛崃市第二人民医院（成都市第三人民医院邛崃医院）,510183,二级未评等
11965,JG_510000161048,乐至亲和医院,512022,一级未评等
11984,JG_510000926691,仪陇方济医院,511324,未评级未评等
11989,JG_510000009452,江安县四面山镇中心卫生院,511523,未评级未评等
11995,JG_510000003964,盐源县妇幼保健计划生育服务中心 盐源县妇幼保健院,513423,二级乙等
11996,JG_510000901344,平昌星龙医院,511923,一级乙等
12000,JG_510000905477,南充友爱康复医院,511302,未评级未评等
12002,JG_510000900088,江安利民医院,511523,一级未评等
12016,JG_510000003884,乡城县妇幼保健计划生育服务中心,513336,二级乙等
12017,JG_510000X00405,万源忠栋医院,511781,未评级未评等
12019,JG_510000005382,合江县法王寺镇卫生院,510522,未评级未评等
12040,JG_510000003560,巴中市巴州区妇幼保健院（巴中市巴州区妇幼保健计划生育服务中心、巴中市巴州区妇女儿童医院）,511902,二级甲等
12043,JG_510000014302,甘洛县沙岱乡卫生院,513435,未评级未评等
12044,JG_510000007084,遂宁市安居区中兴镇卫生院,510904,未评级未评等
12046,JG_510000910484,泸州富康医院,510502,一级未评等
12082,JG_510000003584,南江县妇幼保健院,511922,三级乙等
12101,JG_510000900043,成都锦江瑞康医院,510104,一级未评等
12102,JG_510000004026,冕宁县中医医院,513433,二级甲等
12123,JG_510000045160,安岳川中骨科医院,512021,二级乙等
12128,JG_510000010232,达川区麻柳镇大滩卫生院,511705,未评级未评等
12129,JG_510000014176,越西县尔觉镇中心卫生院,513434,未评级未评等
12130,JG_510000147566,长宁舒之康妇产医院,511524,二级未评等
12134,JG_510524100ABA,叙永城南医院,510524,一级未评等
12145,JG_510000002850,阆中市人民医院,511381,三级甲等
12263,JG_510000005276,龙马潭区特兴街道长安社区卫生服务中心,510504,未评级未评等
12295,JG_510000011556,南江县坪河镇卫生院,511922,未评级未评等
12297,JG_510000013820,布拖县拖觉镇中心卫生院美撒分院,513429,未评级未评等
12299,JG_510000005742,广汉市雒城街道顺德路社区卫生服务中心,510681,未评级未评等
12300,JG_510000002070,绵阳市妇幼保健院（绵阳市儿童医院）,510703,三级甲等
12327,JG_510000013380,盐源县官地镇卫生院,513423,未评级未评等
12328,JG_510000011626,平昌县驷马镇中心卫生院,511923,未评级未评等
12340,JG_510000003574,通江县中医医院,511921,三级乙等
12372,JG_510000172804,成都双流贸园医仁医院,510116,一级未评等
12377,JG_510000007840,峨边彝族自治县杨河乡卫生院,511132,未评级未评等
12378,JG_510000012024,简阳市石钟镇卫生院,510185,未评级未评等
12379,JG_510000X73708,三台华厦眼科医院,510722,二级未评等
12393,JG_510000002204,江油市第四人民医院,510781,二级甲等
12434,JG_510000X17028,珙县慧民中医医院,511526,一级未评等
12435,JG_510000000936,三六三医院,510107,三级甲等
12525,JG_510000002440,内江市市中区眼科医院,511002,一级未评等
12547,JG_510000006668,旺苍县木门镇中心卫生院农建分院,510821,未评级未评等
12548,JG_510000011086,天全县乐英乡卫生院,511825,未评级未评等
12549,JG_510000147959,自贡市沿滩区升坪街社区卫生服务中心,510311,未评级未评等
12550,JG_510000007734,夹江县木城镇中心卫生院,511126,未评级未评等
12555,JG_510000008572,蓬安县罗家镇凤石卫生院,511323,未评级未评等
12557,JG_510000003144,江安县中医医院,511523,三级乙等
12632,JG_510000004676,彭州市隆丰街道军乐社区卫生服务中心,510182,未评级未评等
12642,JG_510000007170,射洪市洋溪中心卫生院,510981,未评级未评等
12646,JG_510000008858,阆中市玉台镇宝台卫生院,511381,未评级未评等
12648,JG_510000009228,丹棱县仁美镇双桥卫生院,511424,未评级未评等
12654,JG_510000007242,内江市市中区交通镇卫生院,511002,未评级未评等
12660,JG_510000001944,德阳新铁医院,510603,一级未评等
12664,JG_510000925440,威远正和医院,511024,未评级未评等
12670,JG_510000007696,井研县千佛镇卫生院,511124,未评级未评等
12671,JG_510000200450,成都西区安琪儿妇产医院,510106,二级未评等
12673,JG_510000012316,小金县两河口镇卫生院,513227,未评级未评等
12674,JG_510000918319,雅安安定医院,511802,未评级未评等
12680,JG_510000008218,南部县永定镇卫生院,511321,未评级未评等
12687,JG_510000005574,中江县悦来镇卫生院,510623,未评级未评等
12690,JG_510000008294,南部县西水镇卫生院,511321,未评级未评等
12694,JG_510000004288,成都新都竹友医院,510114,一级未评等
12698,JG_510000161310,慈音社区卫生服务中心,510903,未评级未评等
12700,JG_510000X10673,米易老年病医院,510421,二级未评等
12703,JG_510000003292,达州元达联合医院,511702,二级乙等
13133,JG_510000203252,南溪仁爱医院,511503,一级未评等
13142,JG_510000001200,成都市新都区第二人民医院,510114,二级甲等
13177,JG_510000011694,平昌县驷马镇中心卫生院雷山分院,511923,未评级未评等
13183,JG_510000907177,仁寿文宫爱民医院,511421,一级未评等
13192,JG_510000004620,都江堰市玉堂镇卫生院,510181,未评级未评等
13210,JG_510000175650,邛崃兴盛医院,510183,二级未评等
13241,JG_510000161170,乐山市市中区关庙乡卫生院,511102,未评级未评等
13242,JG_510000011800,安岳县毛家镇卫生院,512021,未评级未评等
13272,JG_510000007762,夹江县马村镇中心卫生院,511126,未评级未评等
13282,JG_510000175014,阆中眼耳鼻喉专科医院,511381,二级未评等
13293,JG_510000010270,宣汉县清溪镇中心卫生院,511722,未评级未评等
13311,JG_510000002122,绵阳市第三人民医院,510704,三级甲等
13463,JG_510000904791,赵春中医院,510411,一级未评等
13464,JG_510000003822,炉霍县妇幼保健计划生育服务中心,513327,二级甲等
13465,JG_510000904096,峨眉山万寿宫社区卫生服务中心,511181,未评级未评等
13470,JG_510000013702,普格县普基镇社区卫生服务中心,513428,未评级未评等
13474,JG_510000003522,石棉县中医医院,511824,二级甲等
13516,JG_510000008420,营山县青山镇卫生院,511322,未评级未评等
13518,JG_510000911955,西充仁爱精神病医院,511325,二级乙等
13521,JG_510000160974,泸县同康医院,510521,一级未评等
13522,JG_510000014340,美姑县巴普镇中心卫生院,513436,未评级未评等
13523,JG_510000921050,犍为成康医院,511123,未评级未评等
13540,JG_510000148022,成都双流爱民综合医院,510116,一级未评等
13551,JG_510000008948,阆中市洪山镇朱镇卫生院,511381,未评级未评等
13559,JG_510000005464,古蔺县东新镇卫生院,510525,未评级未评等
13566,JG_510000159992,遂宁肛肠专科医院,510903,一级甲等
13567,JG_510000001720,泸州市人民医院（泸州市红十字医院、泸州市江阳区人民医院）,510502,三级甲等
13628,JG_510000011344,通江县三溪镇卫生院,511921,未评级未评等
13629,JG_510000010934,汉源县富林镇卫生院,511823,未评级未评等
13631,JG_510000004850,崇州金鸡医院,510184,未评级未评等
13633,JG_510000013592,会东县新街镇中心卫生院,513426,未评级未评等
13636,JG_510000007292,内江市东兴区椑木中心卫生院,511011,未评级未评等
13670,JG_510000010780,万源市黑宝山镇卫生院,511781,未评级未评等
13675,JG_510000005444,叙永县观兴镇卫生院,510524,未评级未评等
13730,JG_510000008804,西充县义兴镇西碾卫生院,511325,未评级未评等
13731,JG_510000006032,三台县鲁班镇幸福卫生院,510722,未评级未评等
13732,JG_510000003792,甘孜州皮肤病防治院（甘孜州海螺沟景区人民医院）,513322,二级乙等
13735,JG_510000197836,自贡云山骨科医院,510302,二级未评等
13736,JG_510000006676,旺苍县白水镇中心卫生院麻英分院,510821,未评级未评等
13738,JG_510000203422,蓬安中仁医院,511323,一级未评等
13742,JG_510000907380,渠县佰钏医院,511725,一级未评等
13772,JG_510000900552,遂宁船山区骨科医院有限责任公司,510903,二级未评等
13773,JG_510000000928,四川省生殖健康研究中心附属生殖专科医院,510106,二级未评等
13776,JG_510000003502,雅安市名山区中医医院,511803,二级甲等
13806,JG_510000006902,苍溪县河地镇卫生院,510824,未评级未评等
13807,JG_510000001590,自贡市大安区妇幼保健院（大安区红十字博爱妇幼保健院）,510304,三级乙等
13819,JG_510000009834,岳池县黄龙乡卫生院,511621,未评级未评等
13820,JG_510000007002,苍溪县彭店乡卫生院,510824,未评级未评等
13821,JG_510000006772,剑阁县姚家镇卫生院,510823,未评级未评等
13826,JG_510000005304,泸县石桥镇卫生院,510521,未评级未评等
13887,JG_510000173736,邛崃段关刀骨科医院,510183,二级未评等
13891,JG_510000011110,芦山县思延镇卫生院,511826,未评级未评等
13892,JG_510000200980,金阳华大医院,513430,未评级未评等
13907,JG_510000203362,蓬安仁信精神病医院,511323,二级未评等
13909,JG_510000003802,丹巴县人民医院,513323,二级甲等
13927,JG_510000010684,万源市官渡中心卫生院,511781,未评级未评等
13940,JG_510000001418,都江堰宏惠医院,510181,二级乙等
13964,JG_510000932025,大英君珉骨科医院,510923,未评级未评等
13974,JG_510000007276,内江市市中区全安镇卫生院,511002,未评级未评等
13988,JG_510000001494,崇州市人民医院,510184,三级甲等
14101,JG_510000006806,剑阁县开封镇中心卫生院,510823,未评级未评等
14125,JG_510000189480,博大医院,511702,一级未评等
14132,JG_510000010120,达州市达川区百节镇卫生院,511703,未评级未评等
14139,JG_510000X37147,峨眉山星颐老年护理院,511181,未评级未评等
14140,JG_510000005450,古蔺县大村中心卫生院,510525,未评级未评等
14150,JG_510000005298,泸县兆雅中心卫生院,510521,未评级未评等
14151,JG_510000006662,旺苍县水磨镇卫生院大河分院,510821,未评级未评等
14152,JG_510000198024,成都博仕胃肠病医院,510107,二级未评等
14154,JG_510000007652,犍为县寿保镇敖家卫生院,511123,未评级未评等
14155,JG_510000008414,营山县双流镇孔雀卫生院,511322,未评级未评等
14168,JG_510000900241,京州康医院,511504,一级未评等
14173,JG_510000202132,眉山市彭山区精神卫生保健院,511403,未评级未评等
14366,JG_510000001584,自贡市妇幼保健院（自贡市妇女儿童医院）,510304,三级甲等
14395,JG_510000001054,成都市第六人民医院,510108,三级甲等
14481,JG_510000011430,南江县桥亭镇中心卫生院上两分院,511922,未评级未评等
14482,JG_510000009924,武胜县华封镇卫生院,511622,未评级未评等
14490,JG_510000005438,叙永县麻城镇卫生院,510524,未评级未评等
14510,JG_510000014434,雷波县山棱岗乡卫生院,513437,未评级未评等
14511,JG_510000160094,达州市达川区南坝社区卫生服务站,511703,未评级未评等
14513,JG_510000008510,蓬安县锦屏镇长梁卫生院,511323,未评级未评等
14515,JG_510000008622,仪陇县日兴中心卫生院,511324,未评级未评等
14531,JG_510000190122,渠县中润医院,511725,二级乙等
14546,JG_510000006080,盐亭县嫘祖镇折弓卫生院,510723,未评级未评等
14552,JG_510000005786,绵竹市富新镇卫生院,510683,未评级未评等
14556,JG_510000002348,苍溪县妇幼保健院,510824,二级甲等
14580,JG_510000013988,昭觉县三岔河镇中心卫生院,513431,未评级未评等
14581,JG_510000008956,阆中市飞凤镇治平卫生院,511381,未评级未评等
14584,JG_510000003084,宜宾市第五人民医院、宜宾市南溪区人民医院,511503,三级乙等
14658,JG_510000010636,渠县巨光乡卫生院,511725,未评级未评等
14666,JG_510000183670,巴中华慈医院,511902,一级甲等
14670,JG_510000010546,大竹县欧家镇卫生院,511724,未评级未评等
14673,JG_510000008212,南部县河坝镇卫生院,511321,未评级未评等
14674,JG_510000007808,沐川县武圣乡卫生院,511129,未评级未评等
14678,JG_510000013130,稻城县省母乡卫生院,513337,未评级未评等
14679,JG_510000001822,古蔺康兴妇产医院,510525,二级乙等
14686,JG_510000003624,安岳县中医医院,512021,三级甲等
14747,JG_510000008726,仪陇县文星镇卫生院,511324,未评级未评等
14754,JG_510000007560,乐山市沙湾区嘉农镇卫生院,511111,未评级未评等
14762,JG_510000003554,巴中骨科医院,511902,三级乙等
14775,JG_510000011972,简阳市新市街道社区卫生服务中心,510185,未评级未评等
14790,JG_5100001929865,旺苍友辰医院,510821,一级甲等
14791,JG_510000007964,南充市顺庆区荆溪街道社区卫生服务中心,511302,未评级未评等
14796,JG_510000011606,平昌县龙岗镇中心卫生院宝坪分院,511923,未评级未评等
14800,JG_510000201796,昭觉华大医院,513431,未评级未评等
14810,JG_510000007248,内江市市中区精神病医院（内江市市中区人民医院精神专科病区）,511002,二级未评等
15095,JG_510000925585,高县第二人民医院,511525,未评级未评等
15121,JG_510000010212,达州市达川区南岳镇卫生院,511703,未评级未评等
15128,JG_510000006018,三台县新鲁镇云同卫生院,510722,未评级未评等
15149,JG_510000013784,布拖县九都镇卫生院,513429,未评级未评等
15152,JG_510000901924,内江中西骨科医院,511011,二级未评等
15154,JG_510000002974,宜宾博爱医院,511502,一级未评等
15156,JG_510000001396,都江堰市骨伤专科医院,510181,二级乙等
15175,JG_510000007688,井研县研城街道城南社区卫生服务中心,511124,未评级未评等
15176,JG_510000011326,通江县民胜中心卫生院,511921,未评级未评等
15178,JG_510000X92954,广安蘇福康护理院,511602,未评级未评等
15179,JG_510000008846,阆中市文成镇中心卫生院,511381,未评级未评等
15180,JG_510000003810,雅江县人民医院,513325,二级甲等
15181,JG_510000007078,遂宁市安居区三家镇大安卫生院,510904,未评级未评等
15189,JG_510000168406,达州市达川区金华社区卫生服务站,511703,未评级未评等
15193,JG_510000X31494,绵阳力大康精神病医院,510703,未评级未评等
15195,JG_510000003578,南江县民康医院（南江县民卫医院）,511922,未评级未评等
15197,JG_510000000952,四川大学华西口腔医院,510107,三级甲等
15199,JG_510000003684,汶川县人民医院,513221,三级乙等
15217,JG_510000203728,成都温江同人康医院,510115,一级未评等
15222,JG_510000011832,安岳县人和乡卫生院,512021,未评级未评等
15225,JG_510000187230,成都双华骨科医院,510116,二级未评等
15231,JG_510000187140,自贡荣州骨科医院,510321,二级未评等
15232,JG_510000007738,夹江县甘江镇中心卫生院,511126,未评级未评等
15239,JG_510000004862,崇州市白头镇卫生院,510184,未评级未评等
15269,JG_510000907971,广汉乐龄精神病医院,510681,二级乙等
15270,JG_510000005456,古蔺县二郎镇土城卫生院,510525,未评级未评等
15271,JG_510000003878,巴塘县妇幼保健计划生育中心,513335,一级乙等
15272,JG_510000009826,岳池县秦溪镇卫生院,511621,未评级未评等
15273,JG_510000013174,西昌市海南社区卫生服务中心,513401,未评级未评等
15274,JG_510000913066,南部济仁康医院,511321,一级未评等
15282,JG_510000006784,剑阁县秀钟乡卫生院,510823,未评级未评等
15283,JG_510000007654,犍为县金石井卫生院,511123,未评级未评等
15285,JG_510000011752,安岳县永清镇中心卫生院,512021,未评级未评等
15297,JG_510000012324,小金县窝底乡中心卫生院,513227,未评级未评等
15298,JG_510000005302,泸县毗卢镇卫生院,510521,未评级未评等
15355,JG_510000005072,富顺县飞龙镇卫生院,510322,未评级未评等
15358,JG_510000004892,自贡市贡井区长土街道社区卫生服务中心,510303,未评级未评等
15367,JG_510000011386,通江县烟溪镇卫生院,511921,未评级未评等
15368,JG_510000187908,成都新农医院,510114,一级未评等
15372,JG_510000001232,金堂县中医医院,510121,三级乙等
15420,JG_510000001992,成都市第六人民医院广汉分院,510681,一级未评等
15422,JG_510000009272,宜宾市翠屏区金坪镇中心卫生院,511502,未评级未评等
15434,JG_510000005096,攀枝花市仁和区大龙潭彝族乡卫生院（攀枝花市仁和区大龙潭彝族乡妇幼保健站）,510411,未评级未评等
15435,JG_510000174396,营山县绥安街道中城社区卫生服务中心,511322,未评级未评等
15436,JG_510000007640,犍为县龙孔中心卫生院,511123,未评级未评等
15445,JG_510000013416,德昌县麻栗镇阿月卫生院,513424,未评级未评等
15447,JG_510000004958,自贡市沿滩区邓关街道社区卫生服务中心,510311,未评级未评等
15453,JG_510000011960,简阳市镇金中心卫生院,510185,未评级未评等
15467,JG_510000001628,富顺大生堂医院,510322,一级甲等
15479,JG_510000004740,邛崃市孔明街道卫生院,510183,未评级未评等
15486,JG_510000001558,自流井区第三人民医院,510302,一级甲等
15488,JG_510000013122,稻城县各卡乡卫生院,513337,未评级未评等
15489,JG_510000913093,达州中信长生肾病医院,511703,未评级未评等
15507,JG_510000005770,什邡市洛水中心卫生院,510682,未评级未评等
15516,JG_510000X63835,宣汉宣德精神病医院有限公司,511722,一级未评等
15517,JG_510000200360,双流润泽医院,510116,一级未评等
15519,JG_510000003206,广安市广安区妇女儿童医院,511602,二级乙等
15527,JG_510000008304,南部县寒坡乡卫生院,511321,未评级未评等
15528,JG_510000183416,通江顺康医院,511921,一级未评等
15531,JG_510000005468,古蔺县石屏中心卫生院,510525,未评级未评等
15546,JG_510000010938,汉源县安乐镇卫生院,511823,未评级未评等
15547,JG_510000001294,四川省司法警官总医院,510116,三级乙等
15568,JG_510000010854,雅安市名山区马岭镇卫生院,511803,未评级未评等
15571,JG_510000925977,巴中仁康消化专科医院,511903,未评级未评等
15574,JG_510000001004,成都金桥医院,510107,一级未评等
15575,JG_510000904961,通江康兴医院,511921,一级未评等
15576,JG_510000005030,富顺县琵琶镇卫生院,510322,未评级未评等
15580,JG_510000010084,达州市达川区景市镇中心卫生院,511703,未评级未评等
15586,JG_510000161824,南充陈氏蓝天医院,511304,一级乙等
15589,JG_510000001640,攀枝花市中心医院,510402,三级甲等
15764,JG_510000009818,岳池县临溪镇卫生院,511621,未评级未评等
15765,JG_510000188708,雷波平安医院,513437,未评级未评等
15768,JG_510000011710,资阳市雁江区南津镇中心卫生院,512002,未评级未评等
15774,JG_510000902874,资阳雁江雁北医院,512002,一级未评等
15824,JG_510000013402,德昌县乐跃镇中心卫生院,513424,未评级未评等
15825,JG_510000901875,蓬溪康旭肾病医院,510921,二级未评等
15835,JG_510000907537,资中仁爱中医医院,511025,一级未评等
15837,JG_510000902297,绵竹友好医院,510683,一级未评等
15839,JG_510000014574,自流井区钟云山社区卫生服务站,510302,未评级未评等
15840,JG_510000907373,内江市市中区中医医院,511002,二级未评等
15845,JG_510000013136,稻城县巨龙乡卫生院,513337,未评级未评等
15846,JG_510000002966,宜宾市第四人民医院,511504,三级甲等
15869,JG_510000006312,平武县豆叩羌族乡中心卫生院,510727,未评级未评等
15872,JG_510000005414,叙永县向林镇卫生院,510524,未评级未评等
15923,JG_510000001750,泸州石油医院,510502,一级未评等
15925,JG_510000011334,通江县沙溪中心卫生院,511921,未评级未评等
15931,JG_510000183136,成都郫都天吉康晟医院,510117,一级未评等
15933,JG_510000008748,西充县凤鸣镇观凤卫生院,511325,未评级未评等
15934,JG_510000004178,成都成华双水医院,510108,未评级未评等
15941,JG_510000010090,达州市达川区大树镇中心卫生院,511703,未评级未评等
15966,JG_510000X30676,武胜巴蜀精神病专科医院,511622,二级未评等
15977,JG_510000009614,筠连县腾达镇卫生院,511527,未评级未评等
15980,JG_510000X52738,绵阳海灵精神病医院,510771,未评级未评等
15986,JG_510000008180,南部县伏虎中心卫生院,511321,未评级未评等
15999,JG_510000009634,筠连县高坪苗族乡卫生院,511527,未评级未评等
16000,JG_510000011160,巴中市恩阳区柳林镇卫生院,511903,未评级未评等
16006,JG_510000002736,南充胃肠专科医院,511302,未评级未评等
16007,JG_510000008768,西充县多扶镇金山卫生院,511325,未评级未评等
16008,JG_510000005374,合江县荔江镇虎头卫生院,510522,未评级未评等
16051,JG_510000189024,隆昌双英医院,511083,一级未评等
16065,JG_510000174388,营山县城南街道碑垭口社区卫生服务中心,511322,未评级未评等
16068,JG_510000011210,巴州区平粱乡青山卫生院,511902,未评级未评等
16069,JG_510000009070,仁寿县第三人民医院（仁寿县汪洋镇卫生院）,511421,未评级未评等
16085,JG_510000002202,江油宝石花医院,510781,二级乙等
16087,JG_510000001588,自贡市大安区人民医院（自贡市肿瘤医院）,510304,二级乙等
16144,JG_510000011538,南江县神门乡卫生院,511922,未评级未评等
16146,JG_510000904551,青神石康医院,511425,一级未评等
16148,JG_510000003142,江安县人民医院,511523,三级未评等
16218,JG_510000014214,越西县马拖镇中心卫生院,513434,未评级未评等
16219,JG_510000008574,蓬安县兴旺镇海田卫生院,511323,未评级未评等
16221,JG_510000003476,雅安仁康医院（雅安结石病医院）,511802,二级乙等
16236,JG_510000009204,洪雅县柳江中心卫生院,511423,未评级未评等
16239,JG_510000007192,射洪市潼射镇卫生院,510981,未评级未评等
16249,JG_510000005434,叙永县枧槽苗族乡卫生院,510524,未评级未评等
16251,JG_510000009174,眉山市彭山区凤鸣街道余店社区卫生服务中心,511403,未评级未评等
16275,JG_510000001400,都江堰市中医医院,510181,三级甲等
16319,JG_510000002632,井研县人民医院,511124,二级甲等
16367,JG_510000002946,青神县中医医院,511425,二级甲等
16387,JG_510000009094,仁寿县北斗镇卫生院,511499,未评级未评等
16394,JG_510000004488,大邑县王泗镇公立卫生院（大邑县第五人民医院）,510129,未评级未评等
16467,JG_510000002196,江油市第五人民医院,510781,二级乙等
16479,JG_510000900129,盐亭民兴医院,510723,一级未评等
16483,JG_510000002166,梓潼县妇幼保健院,510725,二级甲等
16493,JG_510000006222,梓潼县观义镇中心卫生院,510725,未评级未评等
16494,JG_510000X27664,凉山视康眼科医院,513401,二级未评等
16497,JG_510000008808,西充县关文镇卫生院,511325,未评级未评等
16498,JG_510000009954,邻水县柑子镇中心卫生院,511623,未评级未评等
16540,JG_510000002856,阆中市精神卫生中心,511381,二级乙等
16548,JG_510000907777,乐山和济堂中医医院,511102,一级未评等
16565,JG_510000931574,泸州家和康医院,510502,二级未评等
16568,JG_510000000848,成都金牛关怀老年病医院,510106,二级未评等
16570,JG_510000182502,北川羌族自治县工业园区社区卫生服务中心,510726,未评级未评等
16571,JG_510000014194,越西县梅花镇中心卫生院,513434,未评级未评等
16574,JG_510000008798,西充县古楼镇金源卫生院,511325,未评级未评等
16575,JG_510000007552,乐山市市中区通江街道柏杨社区卫生服务中心,511102,未评级未评等
16576,JG_510000180994,成都青白江鑫朋康复医院,510113,一级未评等
16581,JG_510000920998,达州市达川区石家湾社区卫生服务站,511703,未评级未评等
16583,JG_510000008220,南部县谢河镇卫生院,511321,未评级未评等
16584,JG_510000002952,宜宾市第一人民医院,511502,三级甲等
16740,JG_510000159836,资阳市雁江区松涛镇卫生院,512002,未评级未评等
16757,JG_510000006208,梓潼县玛瑙镇卫生院,510725,未评级未评等
16758,JG_510000009812,岳池县朝阳街道社区卫生服务中心,511621,未评级未评等
16759,JG_510000006284,北川羌族自治县白什乡卫生院,510726,未评级未评等
16760,JG_510000011902,乐至县盛池镇卫生院,512022,未评级未评等
16764,JG_510000014036,凉山州喜德县北山乡卫生院,513432,未评级未评等
16766,JG_510000182268,三台华康医院,510722,一级未评等
16767,JG_510000002708,南充交通职工医院,511302,未评级未评等
16773,JG_510000013704,普格县花山镇卫生院,513428,未评级未评等
16777,JG_510000X00502,三台拦河医院,510722,一级未评等
16782,JG_510000X24087,宣汉县石岭医院,511722,一级未评等
16784,JG_510000915887,渠县慧泓医院,511725,一级未评等
16786,JG_510000203774,成都中科甲状腺医院,510106,二级未评等
16787,JG_510000002350,苍溪县人民医院,510824,三级乙等
16903,JG_510000006848,剑阁县香沉镇卫生院,510823,未评级未评等
16914,JG_510000008382,营山县新店中心卫生院,511322,未评级未评等
16916,JG_510000002680,峨眉山市人民医院,511181,三级乙等
16969,JG_510000201146,合江健安医院,510522,一级未评等
16970,JG_510000008522,蓬安县锦屏镇两路卫生院,511323,未评级未评等
16974,JG_510000011806,安岳县林凤镇卫生院,512021,未评级未评等
16975,JG_510000010276,宣汉县峰城镇中心卫生院,511722,未评级未评等
16986,JG_510000005962,三台县古井镇中心卫生院,510722,未评级未评等
17024,JG_510000917351,眉山弘济中医医院,511402,未评级未评等
17025,JG_510000003198,屏山县人民医院,511529,三级乙等
17086,JG_510000013128,稻城县桑堆镇中心卫生院,513337,未评级未评等
17087,JG_510000202218,成都上锦南府医院,510199,三级甲等
17175,JG_510000005052,富顺县代寺镇中心卫生院,510322,未评级未评等
17207,JG_510000907529,威远川康医院,511024,一级未评等
17225,JG_510000197998,广元福康老年病医院,510802,二级未评等
17227,JG_510000007684,井研县竹园镇中心卫生院,511124,未评级未评等
17250,JG_510000002410,射洪百信医院,510981,一级甲等
17262,JG_510000907659,康定友好医院,513301,未评级未评等
